Row,ID,Height,Weight (in),Release Clause (Eur),Value (Eur),Wage (Eur)
10030,169495,71,170,875000,500000,2000
10031,212248,71,168,14000000,775000,4000
10032,228632,74,190,1000000,675000,1000
10033,172568,72,163,625000,500000,2000
10034,239128,69,154,827000,525000,4000
10035,245528,73,174,14000000,750000,3000
10036,200217,70,168,932000,525000,6000
10037,209177,67,150,660000,400000,5000
10038,229657,69,159,906000,625000,3000
10039,241689,73,165,,11000000,4000
10040,189721,72,168,656000,525000,2000
10041,191257,72,174,560000,350000,4000
10042,210970,71,161,12000000,725000,2000
10043,215066,71,165,839000,550000,4000
10044,157978,74,187,200000,160000,1000
10045,229402,71,172,664000,450000,1000
10046,235546,78,183,,750000,5000
10047,240922,72,165,,875000,5000
10048,206107,71,154,12000000,600000,4000
10049,211227,71,154,,550000,3000
10050,181787,73,165,1000000,475000,4000
10051,190235,72,157,958000,525000,3000
10052,204316,74,183,991000,650000,5000
10053,205596,70,143,,600000,6000
10054,191260,71,152,680000,400000,6000
10055,194076,71,172,,525000,2000
10056,200989,76,198,544000,375000,1000
10057,246045,70,154,23000000,11000000,3000
10058,207646,70,176,1000000,575000,3000
10059,207902,72,170,743000,550000,2000
10060,214046,68,146,784000,550000,1000
10061,223007,74,176,,11000000,4000
10062,228639,72,174,,850000,4000
10063,232991,69,159,861000,650000,3000
10064,243231,72,170,16000000,925000,6000
10065,243743,69,157,991000,650000,1000
10066,185119,70,163,656000,525000,2000
10067,207904,68,132,776000,575000,3000
10068,208417,71,165,656000,525000,2000
10069,212513,75,165,2000000,950000,9000
10070,223265,74,174,11000000,625000,2000
10071,232225,76,192,23000000,11000000,3000
10072,170785,74,183,471000,325000,3000
10073,202787,69,159,788000,500000,2000
10074,165667,71,168,641000,475000,2000
10075,245795,65,139,14000000,850000,4000
10076,204324,69,143,15000000,750000,2000
10077,208676,69,154,719000,575000,3000
10078,231972,70,163,688000,550000,4000
10079,237348,71,181,375000,300000,1000
10080,202533,66,163,1000000,550000,2000
10081,228645,73,181,13000000,750000,5000
10082,175141,73,190,228000,130000,1000
10083,243237,70,159,24000000,1000000,5000
10084,202534,72,163,828000,625000,2000
10085,137510,74,170,315000,210000,4000
10086,157734,76,194,618000,325000,6000
10087,233510,72,154,32000000,11000000,13000
10088,245030,75,172,761000,525000,4000
10089,189734,74,183,109000,70000,1000
10090,138279,68,154,456000,240000,2000
10091,203815,73,168,797000,425000,2000
10092,209447,67,134,863000,575000,3000
10093,203048,72,157,958000,525000,3000
10094,211240,68,139,1000000,575000,2000
10095,227880,73,183,913000,500000,4000
10096,231976,74,187,915000,600000,2000
10097,244008,74,174,13000000,600000,2000
10098,244520,69,150,11000000,650000,1000
10099,188968,71,174,669000,425000,3000
10100,209961,76,185,11000000,725000,1000
10101,224297,72,161,11000000,750000,1000
10102,236585,69,152,11000000,775000,1000
10103,107305,69,172,126000,70000,1000
10104,244521,71,161,11000000,700000,3000
10105,246057,70,154,,0,0
10106,214314,73,165,297000,220000,1000
10107,236586,70,139,14000000,975000,1000
10108,186922,68,168,500000,400000,3000
10109,206635,70,170,675000,450000,2000
10110,207659,74,183,953000,625000,5000
10111,214315,70,181,308000,220000,1000
10112,170027,73,161,656000,375000,3000
10113,236843,65,141,25000000,12000000,2000
10114,239403,71,168,12000000,675000,2000
10115,244523,72,159,,11000000,18000
10116,197932,71,176,1000000,575000,3000
10117,205868,67,132,,0,0
10118,224300,71,154,1000000,650000,2000
10119,243756,69,157,853000,525000,2000
10120,209965,74,187,991000,650000,3000
10121,152621,74,181,450000,300000,4000
10122,183597,74,196,374000,220000,6000
10123,205870,71,163,813000,500000,2000
10124,219950,74,185,943000,650000,1000
10125,224046,72,170,540000,400000,1000
10126,238126,70,141,18000000,775000,6000
10127,240942,69,143,13000000,700000,2000
10128,190254,71,168,831000,475000,4000
10129,241967,72,165,13000000,750000,4000
10130,223792,72,181,935000,550000,3000
10131,225072,74,150,,650000,7000
10132,233520,67,159,14000000,750000,5000
10133,235568,71,150,17000000,825000,2000
10134,213553,72,165,13000000,725000,2000
10135,214065,67,163,743000,550000,1000
10136,232753,69,163,375000,300000,2000
10137,243249,72,165,19000000,950000,2000
10138,246065,71,168,,0,0
10139,193073,76,176,385000,220000,4000
10140,197170,69,150,14000000,675000,11000
10141,214578,72,185,641000,450000,1000
10142,236850,70,154,11000000,725000,1000
10143,181298,72,183,500000,400000,2000
10144,225075,72,179,,775000,6000
10145,231219,67,163,13000000,750000,4000
10146,242739,69,150,13000000,750000,2000
10147,183347,76,176,713000,375000,8000
10148,214836,67,161,,575000,3000
10149,238900,72,168,,12000000,5000
10150,242228,72,176,11000000,650000,3000
10151,189492,68,141,,550000,11000
10152,221493,72,165,729000,550000,2000
10153,244789,71,165,18000000,750000,1000
10154,189237,71,163,580000,400000,4000
10155,240694,72,163,24000000,1000000,1000
10156,244790,69,165,19000000,800000,1000
10157,184630,77,198,665000,350000,8000
10158,201527,72,174,729000,550000,3000
10159,228151,69,154,,850000,14000
10160,229175,69,163,11000000,675000,2000
10161,237368,74,172,18000000,825000,4000
10162,239928,74,174,975000,600000,3000
10163,244792,72,170,935000,425000,1000
10164,138297,69,170,488000,325000,2000
10165,211001,74,163,934000,575000,2000
10166,219449,70,170,12000000,750000,1000
10167,234553,74,176,19000000,825000,2000
10168,239417,74,168,435000,300000,1000
10169,187193,69,170,,450000,13000
10170,224570,73,187,11000000,725000,2000
10171,230458,73,176,903000,475000,5000
10172,232250,70,159,29000000,12000000,13000
10173,242490,67,148,13000000,850000,1000
10174,204091,69,143,776000,575000,1000
10175,206139,73,181,11000000,600000,2000
10176,210747,70,161,975000,600000,2000
10177,214587,72,170,297000,220000,1000
10178,241467,68,152,32000000,12000000,23000
10179,181307,74,194,594000,475000,1000
10180,192315,65,132,406000,325000,2000
10181,204860,73,172,12000000,650000,6000
10182,214588,71,176,473000,350000,1000
10183,231484,71,150,21000000,11000000,1000
10184,237116,74,185,12000000,725000,2000
10185,182844,69,165,176000,130000,2000
10186,186172,74,176,788000,450000,4000
10187,204349,75,174,861000,425000,3000
10188,206653,74,179,13000000,725000,3000
10189,17725,72,154,123000,70000,2000
10190,192317,72,176,,525000,4000
10191,208958,74,194,536000,325000,5000
10192,221502,72,183,13000000,775000,2000
10193,200255,73,174,798000,550000,1000
10194,205887,72,163,,775000,12000
10195,206399,70,165,500000,400000,1000
10196,226879,68,163,805000,575000,1000
10197,231743,74,165,2000000,950000,4000
10198,229440,75,194,,525000,1000
10199,231488,73,183,719000,575000,2000
10200,239936,69,141,21000000,1000000,2000
10201,193344,75,183,798000,550000,4000
10202,165185,74,187,744000,425000,6000
10203,231489,73,165,406000,325000,1000
10204,243521,70,139,13000000,750000,3000
10205,212546,75,174,877000,575000,2000
10206,213314,75,176,798000,550000,1000
10207,219458,71,168,,575000,3000
10208,199491,69,143,921000,550000,2000
10209,216387,74,190,1000000,675000,3000
10210,232003,73,183,182000,130000,1000
10211,237635,69,148,13000000,800000,2000
10212,244547,74,172,963000,550000,1000
10213,217156,75,187,151000,70000,2000
10214,226628,78,201,863000,500000,5000
10215,202053,72,157,11000000,675000,5000
10216,203845,67,143,653000,450000,2000
10217,204101,70,154,834000,575000,1000
10218,227909,75,181,827000,525000,2000
10219,237893,72,172,11000000,650000,2000
10220,240453,72,168,,1000000,2000
10221,244037,68,154,15000000,850000,1000
10222,180293,69,152,195000,150000,3000
10223,224070,74,176,15000000,700000,3000
10224,239686,70,165,11000000,675000,1000
10225,245062,70,154,906000,575000,3000
10226,188230,70,163,616000,425000,2000
10227,221511,78,214,861000,650000,2000
10228,163143,71,141,280000,160000,3000
10229,230983,71,154,11000000,650000,1000
10230,239431,67,150,12000000,550000,1000
10231,243015,72,185,13000000,675000,2000
10232,217160,69,137,14000000,625000,3000
10233,221768,74,176,653000,450000,4000
10234,239944,72,176,11000000,750000,1000
10235,193608,71,170,1000000,575000,3000
10236,203849,76,201,763000,500000,2000
10237,211785,69,154,13000000,650000,2000
10238,235849,73,165,26000000,11000000,1000
10239,239945,65,146,17000000,875000,7000
10240,240969,72,165,24000000,11000000,2000
10241,226122,75,176,11000000,725000,2000
10242,231498,73,192,795000,600000,2000
10243,200779,72,157,13000000,725000,3000
10244,223819,71,146,11000000,725000,1000
10245,226123,69,154,12000000,750000,4000
10246,238923,70,163,12000000,750000,1000
10247,200780,68,157,13000000,700000,2000
10248,209740,74,163,192000,120000,2000
10249,107084,77,205,459000,270000,5000
10250,199245,75,198,754000,425000,5000
10251,200525,78,172,938000,475000,6000
10252,206157,74,183,330000,220000,2000
10253,214093,71,174,95000,70000,1000
10254,224589,67,152,915000,600000,1000
10255,232269,72,165,894000,675000,2000
10256,241741,69,150,15000000,925000,1000
10257,183885,70,159,656000,525000,2000
10258,224590,73,165,15000000,775000,2000
10259,226382,68,163,788000,500000,3000
10260,239438,71,185,18000000,750000,1000
10261,244046,75,161,16000000,725000,2000
10262,219471,75,168,580000,400000,3000
10263,219727,74,190,853000,550000,1000
10264,230223,73,168,760000,400000,4000
10265,245583,71,165,13000000,750000,2000
10266,223056,68,154,,750000,3000
10267,227920,70,159,19000000,975000,7000
10268,235856,72,168,958000,525000,1000
10269,246608,69,150,2000000,875000,20000
10270,232785,70,161,,725000,2000
10271,240465,71,163,14000000,775000,2000
10272,246098,76,185,14000000,625000,2000
10273,189010,73,174,574000,425000,2000
10274,203347,71,172,719000,575000,1000
10275,204883,73,174,1000000,500000,4000
10276,214099,67,139,,750000,4000
10277,225363,69,154,15000000,750000,3000
10278,233043,71,179,574000,425000,1000
10279,193875,67,150,563000,450000,2000
10280,210772,76,192,801000,525000,2000
10281,148564,68,154,439000,325000,3000
10282,240212,78,190,867000,475000,2000
10283,181844,69,148,914000,425000,6000
10284,189780,71,165,659000,425000,1000
10285,208983,69,148,659000,425000,3000
10286,235095,70,159,1000000,650000,1000
10287,239703,71,172,12000000,750000,1000
10288,118359,74,170,438000,250000,2000
10289,208984,72,165,798000,550000,2000
10290,223320,70,137,800000,400000,4000
10291,238936,67,161,11000000,725000,1000
10292,215129,68,152,891000,625000,1000
10293,225625,71,154,14000000,700000,3000
10294,240729,70,150,15000000,775000,1000
10295,199002,69,165,928000,700000,4000
10296,213338,72,163,719000,575000,2000
10297,214362,67,159,962000,675000,1000
10298,221018,76,187,915000,600000,1000
10299,231514,69,157,894000,675000,2000
10300,245850,73,176,12000000,525000,1000
10301,213595,68,165,284000,210000,1000
10302,225883,70,165,,0,0
10303,234587,71,170,962000,675000,2000
10304,175963,69,168,616000,425000,2000
10305,244827,72,174,906000,525000,2000
10306,181339,71,163,500000,400000,1000
10307,183643,76,196,544000,375000,1000
10308,224348,72,168,709000,450000,3000
10309,241500,67,154,1000000,650000,4000
10310,244316,75,181,25000000,950000,1000
10311,181852,74,187,602000,280000,4000
10312,204637,72,165,1000000,625000,3000
10313,214877,74,196,14000000,850000,3000
10314,162397,73,170,500000,400000,1000
10315,233053,70,154,27000000,1000000,3000
10316,238941,73,176,11000000,625000,1000
10317,182365,75,201,713000,375000,10000
10318,238686,73,170,991000,650000,2000
10319,239454,69,159,16000000,850000,3000
10320,197983,70,159,275000,220000,2000
10321,219743,70,183,949000,550000,6000
10322,224095,72,170,13000000,625000,4000
10323,229727,73,165,14000000,850000,3000
10324,213856,70,143,962000,675000,1000
10325,229472,70,150,,800000,3000
10326,231264,72,168,,875000,4000
10327,179808,67,152,,350000,12000
10328,198497,73,170,1000000,575000,3000
10329,221793,69,148,17000000,750000,6000
10330,210786,68,139,12000000,675000,5000
10331,212066,69,150,696000,525000,2000
10332,213090,69,159,1000000,600000,5000
10333,219746,69,154,784000,550000,1000
10334,222306,72,157,12000000,525000,4000
10335,244834,70,170,12000000,775000,1000
10336,224099,68,148,,700000,8000
10337,232291,71,163,715000,550000,3000
10338,237155,70,141,19000000,900000,1000
10339,240227,72,163,16000000,825000,1000
10340,195427,74,174,13000000,700000,4000
10341,213604,67,154,540000,400000,2000
10342,219492,70,165,945000,600000,4000
10343,241508,71,143,2000000,11000000,2000
10344,243300,69,148,12000000,575000,3000
10345,209253,70,163,919000,525000,3000
10346,225381,71,165,13000000,725000,1000
10347,225893,69,159,,0,0
10348,229733,77,203,915000,600000,4000
10349,231525,67,157,13000000,775000,3000
10350,238693,71,165,834000,575000,2000
10351,213094,71,157,762000,575000,2000
10352,236390,71,161,24000000,11000000,2000
10353,243558,70,143,13000000,725000,2000
10354,187494,70,170,784000,475000,2000
10355,218471,68,152,,550000,3000
10356,49511,76,214,,0,1000
10357,181095,72,181,12000000,525000,1000
10358,210792,70,157,,575000,7000
10359,225128,70,172,13000000,750000,1000
10360,225896,74,187,,0,0
10361,242280,71,165,26000000,11000000,1000
10362,218985,73,181,855000,600000,1000
10363,224361,69,163,16000000,825000,2000
10364,169578,71,161,665000,350000,4000
10365,241002,70,154,14000000,950000,2000
10366,189802,73,179,744000,425000,3000
10367,199787,75,192,653000,450000,2000
10368,205419,72,174,894000,550000,2000
10369,213355,72,163,926000,650000,1000
10370,245099,73,174,827000,525000,4000
10371,226924,71,165,915000,600000,3000
10372,204397,74,179,877000,575000,2000
10373,217709,75,183,13000000,575000,2000
10374,223085,70,159,12000000,675000,3000
10375,229741,70,174,12000000,550000,3000
10376,192365,66,139,853000,550000,2000
10377,228974,70,163,14000000,625000,5000
10378,179822,71,154,806000,375000,1000
10379,170095,74,196,613000,350000,5000
10380,240751,72,181,24000000,950000,2000
10381,208752,74,168,11000000,600000,3000
10382,209264,68,154,11000000,750000,1000
10383,205937,69,154,776000,575000,2000
10384,234097,67,143,,950000,1000
10385,235377,72,165,2000000,875000,3000
10386,238961,71,170,801000,525000,2000
10387,202866,66,150,1000000,650000,2000
10388,235890,74,165,11000000,550000,4000
10389,235891,69,154,850000,425000,4000
10390,243571,74,194,13000000,775000,3000
10391,215412,71,148,14000000,650000,11000
10392,222836,71,152,2000000,950000,3000
10393,229236,70,174,14000000,700000,2000
10394,210805,69,134,701000,425000,5000
10395,216181,71,165,915000,600000,4000
10396,216693,68,139,713000,500000,1000
10397,240501,70,161,,750000,5000
10398,244341,73,176,18000000,775000,2000
10399,185205,73,174,656000,525000,3000
10400,219254,74,194,616000,425000,4000
10401,222838,69,161,839000,550000,1000
10402,227446,73,198,11000000,625000,5000
10403,241014,69,154,19000000,925000,5000
10404,188278,74,185,563000,425000,3000
10405,198007,73,165,600000,400000,2000
10406,223095,67,143,15000000,750000,6000
10407,223607,71,161,921000,550000,2000
10408,226679,70,148,16000000,800000,3000
10409,232311,69,150,11000000,675000,2000
10410,209784,70,157,958000,525000,2000
10411,213368,73,187,906000,575000,3000
10412,228216,69,154,675000,450000,2000
10413,239224,71,157,16000000,925000,3000
10414,222585,73,172,11000000,725000,5000
10415,229753,74,176,12000000,725000,3000
10416,237177,70,148,1000000,650000,1000
10417,241273,70,157,12000000,700000,3000
10418,194937,74,174,831000,475000,3000
10419,211322,71,174,,750000,17000
10420,216442,70,165,12000000,750000,3000
10421,221562,73,176,,775000,4000
10422,223866,71,154,14000000,850000,4000
10423,215419,69,165,13000000,675000,2000
10424,216699,71,154,18000000,875000,15000
10425,221819,71,161,12000000,550000,6000
10426,222843,77,196,17000000,750000,3000
10427,223867,69,154,12000000,750000,5000
10428,179579,67,159,574000,425000,2000
10429,189563,74,185,620000,400000,1000
10430,232316,71,161,13000000,675000,4000
10431,236668,68,150,14000000,850000,3000
10432,243580,69,165,24000000,11000000,3000
10433,190588,72,165,750000,500000,2000
10434,198269,75,181,,650000,3000
10435,211581,74,190,984000,625000,2000
10436,225149,75,183,908000,550000,2000
10437,239997,74,172,,11000000,4000
10438,211070,72,185,608000,450000,2000
10439,220030,72,159,12000000,575000,4000
10440,223102,63,141,834000,575000,3000
10441,223870,68,154,962000,675000,2000
10442,237438,72,172,,875000,3000
