Id;Location;Year;Kilometers_Driven;Fuel_Type
3723;Chennai;2015;63714;Petrol
3724;Pune;2009;53000;Diesel
3725;Kolkata;2017;60000;Diesel
3726;Ahmedabad;2017;33000;Diesel
3727;Mumbai;2013;31000;Diesel
3728;Delhi;2014;79000;Diesel
3729;Kochi;2013;67914;Diesel
3730;Bangalore;2015;58970;Diesel
3731;Mumbai;2013;60000;Diesel
3732;Coimbatore;2017;35225;Petrol
3733;Delhi;2005;69496;Petrol
3734;Delhi;2012;62282;Petrol
3735;Hyderabad;2010;80000;Diesel
3736;Kochi;2018;43698;Petrol
3737;Coimbatore;2017;28052;Petrol
3738;Coimbatore;2016;29091;Petrol
3739;Delhi;2013;63000;Petrol
3740;Hyderabad;2007;91000;Petrol
3741;Hyderabad;2014;30000;Diesel
3742;Hyderabad;2017;24571;Petrol
3743;Bangalore;2014;45000;Petrol
3744;Hyderabad;2015;24617;Petrol
3745;Coimbatore;2017;26927;Diesel
3746;Kochi;2013;87736;Diesel
3747;Delhi;2016;35299;Diesel
3748;Kochi;2017;51612;Petrol
3749;Mumbai;1998;55300;Diesel
3750;Hyderabad;2009;65090;Petrol
3751;Kolkata;2013;40000;Petrol
3752;Kochi;2015;38467;Diesel
3753;Mumbai;2013;71904;Diesel
3754;Mumbai;2008;87000;Petrol
3755;Chennai;2014;33000;Diesel
3756;Jaipur;2009;22100;Petrol
3757;Hyderabad;2014;59589;Diesel
3758;Delhi;2015;44000;Diesel
3759;Mumbai;2017;12000;Petrol
3760;Pune;2012;66000;Diesel
3761;Pune;2016;38009;Petrol
3762;Mumbai;2009;35000;Petrol
3763;Pune;2009;70000;Diesel
3764;Delhi;2014;86000;Diesel
3765;Pune;2016;32000;Petrol
3766;Mumbai;2017;15000;Petrol
3767;Coimbatore;2014;69918;Diesel
3768;Pune;2012;39000;Petrol
3769;Mumbai;2018;1011;Diesel
3770;Hyderabad;2009;85000;Diesel
3771;Chennai;2017;46663;Petrol
3772;Chennai;2015;27000;Petrol
3773;Chennai;2015;15000;Petrol
3774;Kochi;2018;10575;Petrol
3775;Jaipur;2014;12500;Petrol
3776;Ahmedabad;2012;52000;Diesel
3777;Kochi;2015;49818;Petrol
3778;Hyderabad;2008;90000;Diesel
3779;Kochi;2015;52207;Petrol
3780;Pune;2013;167362;Diesel
3781;Coimbatore;2015;49894;Diesel
3782;Kochi;2019;13024;Diesel
3783;Pune;2010;128000;Diesel
3784;Kochi;2017;26023;Diesel
3785;Delhi;2016;42784;Diesel
3786;Pune;2014;115000;Diesel
3787;Kochi;2019;30529;Diesel
3788;Kochi;2012;14814;Petrol
3789;Ahmedabad;2016;58000;Diesel
3790;Hyderabad;2011;68128;Petrol
3791;Hyderabad;2013;63220;Petrol
3792;Hyderabad;2016;30000;Petrol
3793;Bangalore;2017;27768;Diesel
3794;Hyderabad;2014;53000;Diesel
3795;Coimbatore;2014;87652;Diesel
3796;Chennai;2008;94873;Petrol
3797;Mumbai;2015;56000;Diesel
3798;Kochi;2018;18678;Petrol
3799;Delhi;2014;30000;Diesel
3800;Mumbai;2012;129000;Diesel
3801;Hyderabad;2013;59000;Petrol
3802;Mumbai;2017;13000;Petrol
3803;Kochi;2014;74325;Petrol
3804;Kolkata;2015;45000;Diesel
3805;Pune;2013;57000;Petrol
3806;Pune;2001;125943;Petrol
3807;Delhi;2008;80000;Diesel
3808;Hyderabad;2010;154000;Diesel
3809;Bangalore;2013;62000;Diesel
3810;Kolkata;2013;27000;Petrol
3811;Kolkata;2014;45000;Diesel
3812;Pune;2012;105000;Diesel
3813;Mumbai;2013;26000;Petrol
3814;Mumbai;2014;30900;Diesel
3815;Chennai;2014;48000;Petrol
3816;Pune;2011;112719;Diesel
3817;Chennai;2017;5000;Petrol
3818;Mumbai;2016;16000;Petrol
3819;Jaipur;2011;63000;Petrol
3820;Chennai;2011;28300;Petrol
3821;Jaipur;2005;49000;Petrol
3822;Kolkata;2016;12501;Petrol
3823;Kochi;2016;56628;Diesel
3824;Pune;2010;105000;Diesel
3825;Pune;2016;52126;Diesel
3826;Kolkata;2010;38000;Petrol
3827;Bangalore;2016;50000;Petrol
3828;Kochi;2015;50230;Petrol
3829;Ahmedabad;2014;31000;Diesel
3830;Delhi;2014;79000;Diesel
3831;Delhi;2012;130000;Diesel
3832;Chennai;2010;115000;Petrol
3833;Pune;2013;41500;Petrol
3834;Pune;2014;54385;Diesel
3835;Kochi;2011;56361;Petrol
3836;Delhi;2018;22000;Petrol
3837;Kolkata;2017;8000;Petrol
3838;Coimbatore;2018;28741;Diesel
3839;Pune;2012;117236;Diesel
3840;Pune;2016;30500;Diesel
3841;Kolkata;2018;5000;Petrol
3842;Hyderabad;2016;42000;Diesel
3843;Mumbai;2010;32773;Petrol
3844;Kolkata;2016;19008;Petrol
3845;Kochi;2012;32542;Petrol
3846;Hyderabad;2010;94753;Petrol
3847;Ahmedabad;2011;70000;Diesel
3848;Delhi;2012;68347;Petrol
3849;Ahmedabad;2011;72000;Petrol
3850;Hyderabad;2010;75014;Diesel
3851;Delhi;2013;65000;Diesel
3852;Kochi;2012;55598;Diesel
3853;Pune;2013;50000;Petrol
3854;Chennai;2003;44200;Petrol
3855;Jaipur;2014;65000;Diesel
3856;Hyderabad;2013;49000;Diesel
3857;Kolkata;2016;7200;Petrol
3858;Kochi;2016;43152;Petrol
3859;Pune;2013;112000;Diesel
3860;Coimbatore;2017;23540;Petrol
3861;Coimbatore;2008;82160;Diesel
3862;Pune;2013;57000;Diesel
3863;Coimbatore;2015;39335;Diesel
3864;Bangalore;2014;62000;Petrol
3865;Delhi;2014;60000;Diesel
3866;Kolkata;2015;35000;Petrol
3867;Kochi;2016;32345;Diesel
3868;Ahmedabad;2014;47000;Petrol
3869;Delhi;2012;65537;CNG
3870;Delhi;2011;36000;Petrol
3871;Chennai;2016;75000;Diesel
3872;Kolkata;2008;38000;Petrol
3873;Chennai;2015;57818;Petrol
3874;Hyderabad;2015;45000;Diesel
3875;Jaipur;2015;75055;Diesel
3876;Delhi;2009;65462;Petrol
3877;Hyderabad;2008;76206;Diesel
3878;Kochi;2018;25948;Diesel
3879;Mumbai;2016;28500;Petrol
3880;Mumbai;2015;28004;Petrol
3881;Kolkata;2011;25000;Petrol
3882;Kolkata;2010;40000;Petrol
3883;Pune;2013;82543;Petrol
3884;Chennai;2013;30000;Petrol
3885;Hyderabad;2010;27800;Petrol
3886;Coimbatore;2016;33415;Petrol
3887;Mumbai;2013;38000;Diesel
3888;Kochi;2017;41981;Petrol
3889;Jaipur;2013;77084;Diesel
3890;Hyderabad;2013;71803;Diesel
3891;Kolkata;2013;73314;Diesel
3892;Coimbatore;2015;69053;Petrol
3893;Delhi;2009;79782;Petrol
3894;Hyderabad;2010;250000;Diesel
3895;Pune;2011;90000;Diesel
3896;Hyderabad;2010;130000;Diesel
3897;Pune;2013;65000;Petrol
3898;Coimbatore;2013;46496;Diesel
3899;Bangalore;2013;76000;Diesel
3900;Ahmedabad;2012;28002;Petrol
3901;Mumbai;2010;63000;CNG
3902;Jaipur;2010;70000;Petrol
3903;Hyderabad;2011;66276;Petrol
3904;Kolkata;2014;45000;Petrol
3905;Delhi;2014;67000;Petrol
3906;Kolkata;2014;43068;Diesel
3907;Chennai;2016;40000;Diesel
3908;Coimbatore;2011;50436;Petrol
3909;Bangalore;2014;21000;Petrol
3910;Mumbai;2018;2000;Diesel
3911;Mumbai;2016;14500;Petrol
3912;Hyderabad;2010;68782;Diesel
3913;Kolkata;2011;35888;Diesel
3914;Kolkata;2015;168205;Diesel
3915;Mumbai;2012;47000;Petrol
3916;Hyderabad;2015;93700;Diesel
3917;Kolkata;2014;45000;Diesel
3918;Hyderabad;2016;55547;Diesel
3919;Delhi;2013;69000;Petrol
3920;Pune;2005;88000;Diesel
3921;Delhi;2014;32400;Diesel
3922;Pune;2012;79000;Petrol
3923;Hyderabad;2004;110000;Petrol
3924;Coimbatore;2014;45407;Petrol
3925;Hyderabad;2011;136490;Diesel
3926;Mumbai;2017;19000;Diesel
3927;Mumbai;2017;19416;Petrol
3928;Mumbai;2012;15500;Petrol
3929;Hyderabad;2017;12538;Petrol
3930;Bangalore;2015;62588;Diesel
3931;Delhi;2015;44328;Petrol
3932;Delhi;2014;63000;Diesel
3933;Hyderabad;2015;100000;Diesel
3934;Kolkata;2015;103000;Petrol
3935;Pune;2016;50296;Diesel
3936;Pune;2013;95500;Diesel
3937;Pune;2014;72100;Diesel
3938;Mumbai;2010;19119;Petrol
3939;Mumbai;2006;30000;Petrol
3940;Hyderabad;2015;75600;Diesel
3941;Pune;2007;137000;Petrol
3942;Jaipur;2002;53500;Petrol
3943;Kochi;2018;26101;Diesel
3944;Pune;2016;7000;Petrol
3945;Bangalore;2013;50000;Diesel
3946;Hyderabad;2016;30000;Diesel
3947;Mumbai;2016;38151;Diesel
3948;Jaipur;2009;116000;Diesel
3949;Kolkata;2013;22000;Diesel
3950;Delhi;2010;60000;Petrol
3951;Mumbai;2016;38000;Diesel
3952;Coimbatore;2011;51928;Petrol
3953;Mumbai;2018;3000;Petrol
3954;Pune;2006;67196;Petrol
3955;Bangalore;2012;100000;Diesel
3956;Jaipur;2015;65218;Diesel
3957;Kochi;2016;53886;Petrol
3958;Coimbatore;2011;50058;Petrol
3959;Pune;2016;64000;Petrol
3960;Kochi;2018;41641;Diesel
3961;Hyderabad;2016;44345;Diesel
3962;Kolkata;2011;45501;Petrol
3963;Chennai;2001;104000;Petrol
3964;Coimbatore;2012;50297;Petrol
3965;Mumbai;2011;87000;Petrol
3966;Mumbai;2016;120000;Diesel
3967;Mumbai;2018;17000;Petrol
3968;Chennai;2014;100000;Diesel
3969;Kochi;2015;50979;Petrol
3970;Chennai;2011;41000;Diesel
3971;Chennai;2011;24000;Petrol
3972;Hyderabad;2008;44738;Petrol
3973;Kolkata;2014;37298;Diesel
3974;Pune;2014;42000;Petrol
3975;Pune;2016;45000;Diesel
3976;Mumbai;2015;102000;Diesel
3977;Pune;2011;70000;Petrol
3978;Coimbatore;2018;27467;Diesel
3979;Kolkata;2015;15305;Petrol
3980;Mumbai;2010;70000;Petrol
3981;Hyderabad;2016;36778;Diesel
3982;Coimbatore;2015;25845;Petrol
3983;Kochi;2018;33858;Petrol
3984;Ahmedabad;2017;12000;Petrol
3985;Coimbatore;2013;33709;Petrol
3986;Kochi;2018;32709;Petrol
3987;Bangalore;2014;72000;Diesel
3988;Ahmedabad;2013;31000;Diesel
3989;Chennai;2016;70000;Diesel
3990;Jaipur;2014;61000;Diesel
3991;Pune;2011;72000;Diesel
3992;Delhi;2016;49000;Diesel
3993;Hyderabad;2014;42939;Diesel
3994;Coimbatore;2016;32545;Diesel
3995;Pune;2011;54000;Petrol
3996;Delhi;2012;76000;Diesel
3997;Kolkata;2015;27000;Diesel
3998;Chennai;2005;120000;Diesel
3999;Hyderabad;2012;125000;Petrol
4000;Kolkata;2011;37000;Diesel
4001;Mumbai;2012;42000;Petrol
4002;Bangalore;2013;60000;Diesel
4003;Mumbai;2018;3000;Diesel
4004;Mumbai;2013;44000;Petrol
4005;Kolkata;2014;37000;Petrol
4006;Mumbai;2012;50000;Petrol
4007;Chennai;2013;58581;Petrol
4008;Kolkata;2013;25500;Diesel
4009;Mumbai;2017;25000;Petrol
4010;Hyderabad;2011;53766;Petrol
4011;Pune;2011;45271;Diesel
4012;Chennai;2006;68000;Petrol
4013;Jaipur;2017;40000;Diesel
4014;Hyderabad;2013;73212;Diesel
4015;Mumbai;2014;69000;Diesel
4016;Mumbai;2007;61932;Diesel
4017;Bangalore;2012;52000;Diesel
4018;Kolkata;2011;150000;Petrol
4019;Jaipur;2013;70933;Diesel
4020;Kolkata;2013;115195;Diesel
4021;Delhi;2011;62148;Petrol
4022;Chennai;2009;32000;Petrol
4023;Kolkata;2014;58000;Diesel
4024;Kochi;2014;68598;Diesel
4025;Chennai;2010;84072;Diesel
4026;Jaipur;2016;51264;Petrol
4027;Coimbatore;2017;21363;Petrol
4028;Delhi;2016;40000;Petrol
4029;Kolkata;2015;35000;Petrol
4030;Hyderabad;2014;55000;Diesel
4031;Coimbatore;2016;43252;Diesel
4032;Delhi;2014;42000;Diesel
4033;Hyderabad;2006;69000;Petrol
4034;Kolkata;2018;14000;Diesel
4035;Delhi;2010;70000;Petrol
4036;Kochi;2015;35314;Diesel
4037;Kochi;2017;38691;Petrol
4038;Coimbatore;2017;72717;Diesel
4039;Mumbai;2011;82000;Petrol
4040;Mumbai;2015;44000;Diesel
4041;Mumbai;2017;27000;Petrol
4042;Chennai;2014;18500;Petrol
4043;Mumbai;2014;45000;Petrol
4044;Ahmedabad;2011;173000;Diesel
4045;Ahmedabad;2017;42000;Diesel
4046;Jaipur;2012;90000;Diesel
4047;Pune;2014;82329;Petrol
4048;Delhi;2010;80302;Petrol
4049;Hyderabad;2005;105000;Diesel
4050;Kolkata;2009;60000;Petrol
4051;Delhi;2014;70000;Petrol
4052;Bangalore;2016;45000;Diesel
4053;Kolkata;2006;44000;Petrol
4054;Delhi;2017;25500;Diesel
4055;Delhi;2014;68000;Diesel
4056;Ahmedabad;2015;61786;Diesel
4057;Jaipur;2014;65000;Diesel
4058;Delhi;2016;77000;Diesel
4059;Hyderabad;2015;34000;Diesel
4060;Coimbatore;2015;59751;Petrol
4061;Mumbai;2013;23312;Petrol
4062;Mumbai;2015;30000;Petrol
4063;Coimbatore;2015;60146;Diesel
4064;Coimbatore;2013;44731;Diesel
4065;Kochi;2014;43316;Petrol
4066;Delhi;2009;92000;Petrol
4067;Hyderabad;2015;50000;Diesel
4068;Mumbai;2008;69000;Petrol
4069;Coimbatore;2014;60280;Diesel
4070;Coimbatore;2017;48161;Diesel
4071;Mumbai;2013;41000;Petrol
4072;Mumbai;2016;6000;Petrol
4073;Mumbai;2006;133000;Diesel
4074;Delhi;2010;76000;Diesel
4075;Mumbai;2011;15590;Petrol
4076;Kochi;2016;69681;Petrol
4077;Kochi;2006;70362;Petrol
4078;Pune;2014;49112;Petrol
4079;Hyderabad;2017;25000;Diesel
4080;Mumbai;2011;74000;Diesel
4081;Pune;2013;15200;Petrol
4082;Hyderabad;2013;86300;Diesel
4083;Coimbatore;2018;26731;Petrol
4084;Ahmedabad;2016;74000;Diesel
4085;Chennai;2005;83929;Petrol
4086;Pune;2015;65000;Diesel
4087;Pune;2017;20000;Petrol
4088;Hyderabad;2015;122086;Diesel
4089;Kochi;2018;35442;Petrol
4090;Delhi;2015;62542;Diesel
4091;Coimbatore;2012;26671;Petrol
4092;Chennai;2014;83500;Diesel
4093;Delhi;2015;46166;Diesel
4094;Pune;2015;25200;Petrol
4095;Coimbatore;2015;35463;Diesel
4096;Coimbatore;2017;23249;Petrol
4097;Coimbatore;2016;40310;Petrol
4098;Delhi;2012;82069;CNG
4099;Delhi;2018;10000;Petrol
4100;Chennai;2012;94000;Diesel
4101;Chennai;2016;45000;Diesel
4102;Kochi;2012;52818;Petrol
4103;Jaipur;2013;61238;Diesel
4104;Coimbatore;2016;54253;Petrol
4105;Delhi;2013;71000;Diesel
4106;Hyderabad;2017;20000;Diesel
4107;Delhi;2013;75000;Petrol
4108;Coimbatore;2019;11827;Diesel
4109;Mumbai;2015;51579;Petrol
4110;Kochi;2015;65178;Diesel
4111;Mumbai;2016;25350;Petrol
4112;Pune;2008;92000;Petrol
4113;Bangalore;2014;45000;Petrol
4114;Kolkata;2015;46000;Petrol
4115;Kochi;2011;79940;Petrol
4116;Coimbatore;2016;28851;Petrol
4117;Bangalore;2015;63000;Diesel
4118;Coimbatore;2012;77283;Petrol
4119;Pune;2014;38958;Petrol
4120;Bangalore;2018;8900;Diesel
4121;Hyderabad;2015;38000;Petrol
4122;Kochi;2017;44887;Diesel
4123;Hyderabad;2009;85000;Petrol
4124;Pune;2013;100000;Petrol
4125;Chennai;2016;26239;Petrol
4126;Pune;2011;97000;Diesel
4127;Delhi;2013;28000;Petrol
4128;Mumbai;2014;20364;Petrol
4129;Coimbatore;2014;64637;Diesel
4130;Coimbatore;2017;15731;Petrol
4131;Coimbatore;2019;56251;Diesel
4132;Chennai;2017;28000;Petrol
4133;Coimbatore;2015;20045;Petrol
4134;Bangalore;2016;34004;Petrol
4135;Mumbai;2014;21000;Petrol
4136;Mumbai;2009;68001;Petrol
4137;Kolkata;2012;31000;Petrol
4138;Mumbai;2013;8950;Petrol
4139;Coimbatore;2017;43477;Diesel
4140;Ahmedabad;2015;20000;Petrol
4141;Mumbai;2014;47200;CNG
4142;Bangalore;2011;60000;Petrol
4143;Chennai;2003;111000;Petrol
4144;Pune;2016;52000;Diesel
4145;Pune;2016;26000;Petrol
4146;Pune;2013;32425;Petrol
4147;Kochi;2017;54758;Diesel
4148;Coimbatore;2008;59833;Petrol
4149;Kolkata;2013;30000;Petrol
4150;Jaipur;2011;40496;Petrol
4151;Chennai;2014;45000;Diesel
4152;Mumbai;2003;75000;Diesel
4153;Bangalore;2011;34000;Petrol
4154;Bangalore;2012;62000;Diesel
4155;Hyderabad;2012;123600;Diesel
4156;Pune;2014;80102;Petrol
4157;Pune;2013;55000;Diesel
4158;Hyderabad;2015;48200;Petrol
4159;Hyderabad;2014;90000;Diesel
4160;Hyderabad;2014;123900;Diesel
4161;Delhi;2015;13008;Petrol
4162;Hyderabad;2012;60500;Petrol
4163;Bangalore;2017;53841;Diesel
4164;Kochi;2017;47183;Petrol
4165;Kolkata;2018;10000;Petrol
4166;Chennai;2015;45000;Diesel
4167;Kochi;2017;3923;Petrol
4168;Delhi;2011;85000;Diesel
4169;Kochi;2018;6279;Petrol
4170;Pune;2014;74500;Diesel
4171;Kolkata;2013;42000;Diesel
4172;Delhi;2014;56510;Petrol
4173;Delhi;2009;88000;Diesel
4174;Mumbai;2014;36631;Petrol
4175;Kolkata;2011;34000;Petrol
4176;Ahmedabad;2013;49000;Petrol
4177;Hyderabad;2012;65254;Diesel
4178;Bangalore;2014;95000;Diesel
4179;Chennai;2009;83000;Diesel
4180;Coimbatore;2017;101065;Diesel
4181;Kochi;2017;15134;Petrol
4182;Jaipur;2011;72000;Diesel
4183;Chennai;2012;120000;Diesel
4184;Kolkata;2010;45000;Petrol
4185;Kochi;2015;54996;Diesel
4186;Coimbatore;2017;22874;Petrol
4187;Chennai;2012;58000;Diesel
4188;Chennai;2016;86000;Diesel
4189;Ahmedabad;2014;69000;Petrol
4190;Pune;2016;55001;Petrol
4191;Chennai;2015;28000;Diesel
4192;Delhi;2013;53213;Petrol
4193;Coimbatore;2016;44340;Diesel
4194;Mumbai;2017;16900;Petrol
4195;Jaipur;2009;57000;Petrol
4196;Hyderabad;2013;83165;Diesel
4197;Coimbatore;2012;24735;Petrol
4198;Kolkata;2005;65175;Diesel
4199;Pune;2009;60000;Petrol
4200;Kochi;2017;60357;Diesel
4201;Jaipur;2011;77000;Diesel
4202;Coimbatore;2014;85301;Petrol
4203;Mumbai;2011;50000;Diesel
4204;Chennai;2010;58000;Diesel
4205;Kolkata;2015;39000;Diesel
4206;Coimbatore;2015;46190;Diesel
4207;Mumbai;2015;83000;Diesel
4208;Jaipur;2016;33000;Petrol
4209;Coimbatore;2017;27279;Petrol
4210;Bangalore;2014;53900;Diesel
4211;Kochi;2012;63998;Petrol
4212;Coimbatore;2016;57932;Petrol
4213;Jaipur;2015;25000;Petrol
4214;Chennai;2011;169000;Diesel
4215;Delhi;2012;53000;Petrol
4216;Coimbatore;2015;43053;Petrol
4217;Ahmedabad;2014;75000;Diesel
4218;Pune;2012;89000;Petrol
4219;Hyderabad;2014;75578;Diesel
4220;Bangalore;2014;46676;Petrol
4221;Kochi;2014;51349;Petrol
4222;Kolkata;2014;34233;Diesel
4223;Coimbatore;2014;39626;Diesel
4224;Pune;2008;82500;Petrol
4225;Hyderabad;2015;63000;Diesel
4226;Delhi;2011;77001;Diesel
4227;Chennai;2016;43000;Diesel
4228;Hyderabad;2011;61111;Petrol
4229;Bangalore;2005;79000;Petrol
4230;Kolkata;2011;43000;Petrol
4231;Hyderabad;2013;47000;Petrol
4232;Jaipur;2017;34000;Petrol
4233;Coimbatore;2018;22060;Diesel
4234;Chennai;2012;63000;Diesel
4235;Jaipur;2011;80000;Petrol
4236;Kochi;2015;13506;Diesel
4237;Mumbai;2016;16000;Petrol
4238;Kolkata;2016;31006;Petrol
4239;Delhi;2013;91200;Diesel
4240;Pune;2015;43000;Petrol
4241;Hyderabad;2015;45000;Diesel
4242;Coimbatore;2014;28637;Petrol
4243;Pune;2004;69870;Petrol
4244;Mumbai;2014;84000;Diesel
4245;Coimbatore;2007;84143;Petrol
4246;Delhi;2012;77000;Diesel
4247;Ahmedabad;2012;75000;Diesel
4248;Delhi;2011;76155;Petrol
4249;Bangalore;2014;98000;Diesel
4250;Mumbai;2008;48233;Petrol
4251;Bangalore;2015;63000;Diesel
4252;Coimbatore;2015;34063;Petrol
4253;Kolkata;2013;32576;Petrol
4254;Mumbai;2015;28843;Petrol
4255;Bangalore;2016;26000;Diesel
4256;Kolkata;2013;39000;Petrol
4257;Mumbai;2010;66000;Petrol
4258;Kolkata;2011;38002;Petrol
4259;Chennai;2010;49000;Petrol
4260;Bangalore;2014;52000;Diesel
4261;Mumbai;2013;56500;Diesel
4262;Mumbai;2015;20568;Petrol
4263;Mumbai;2015;26000;Petrol
4264;Delhi;2012;56000;Petrol
4265;Coimbatore;2017;27509;Petrol
4266;Kochi;2016;36216;Petrol
4267;Kolkata;2009;28888;Petrol
4268;Jaipur;2011;120000;Diesel
4269;Kochi;2018;31396;Petrol
4270;Hyderabad;2015;79000;Diesel
4271;Delhi;2010;62000;Petrol
4272;Chennai;2006;120000;Petrol
4273;Mumbai;2016;53000;Petrol
4274;Coimbatore;2010;124313;Diesel
4275;Pune;2015;26725;Petrol
4276;Kolkata;2014;45617;Diesel
4277;Mumbai;2013;37000;Diesel
4278;Kochi;2010;109147;Diesel
4279;Ahmedabad;2014;59000;Diesel
4280;Pune;2015;28000;Petrol
4281;Pune;2017;4700;Petrol
4282;Coimbatore;2014;72469;Diesel
4283;Pune;2014;57539;Diesel
4284;Delhi;2016;42000;Diesel
4285;Delhi;2010;62489;Petrol
4286;Mumbai;2013;51167;Petrol
4287;Chennai;2012;130000;Diesel
4288;Mumbai;2007;63000;Petrol
4289;Bangalore;2011;60000;Petrol
4290;Pune;2005;123200;Petrol
4291;Jaipur;2011;115692;Diesel
4292;Coimbatore;2011;87073;Petrol
4293;Kochi;2015;40901;Petrol
4294;Coimbatore;2013;36264;Petrol
4295;Delhi;2009;60000;Petrol
4296;Pune;2018;20000;Petrol
4297;Mumbai;2014;68400;Petrol
4298;Bangalore;2013;71231;Diesel
4299;Hyderabad;2011;75000;Diesel
4300;Mumbai;2018;1997;Petrol
4301;Pune;2016;47300;Diesel
4302;Delhi;2012;61449;Petrol
4303;Kochi;2013;47910;Diesel
4304;Hyderabad;2015;62000;Diesel
4305;Chennai;2012;65060;Diesel
4306;Jaipur;2008;82203;Petrol
4307;Kolkata;2013;44000;Diesel
4308;Coimbatore;2014;53817;Diesel
4309;Kochi;2013;61591;Diesel
4310;Jaipur;2011;86500;Diesel
4311;Pune;2009;100000;Diesel
4312;Chennai;2010;87000;Petrol
4313;Hyderabad;2016;35000;Petrol
4314;Kolkata;2016;6000;Petrol
4315;Jaipur;2014;59327;Diesel
4316;Coimbatore;2014;81001;Diesel
4317;Kochi;2014;44612;Petrol
4318;Ahmedabad;2016;42388;Diesel
4319;Mumbai;2012;54000;Petrol
4320;Mumbai;2011;83010;Diesel
4321;Coimbatore;2016;65405;Diesel
4322;Delhi;2015;36000;Diesel
4323;Pune;2008;85000;Petrol
4324;Ahmedabad;2016;35000;Diesel
4325;Mumbai;2012;54000;Petrol
4326;Mumbai;2007;70000;Petrol
4327;Kolkata;2017;27001;Diesel
4328;Coimbatore;2019;41075;Diesel
4329;Hyderabad;2016;26000;Diesel
4330;Mumbai;2010;55000;Petrol
4331;Mumbai;2016;19000;Petrol
4332;Mumbai;2016;15000;Petrol
4333;Chennai;2016;37000;Petrol
4334;Coimbatore;2017;38712;Petrol
4335;Kochi;2014;52400;Diesel
4336;Bangalore;2016;23988;Diesel
4337;Kochi;2014;32283;Petrol
4338;Bangalore;2010;52000;Petrol
4339;Pune;2016;32000;Petrol
4340;Kolkata;2014;39000;Petrol
4341;Coimbatore;2017;14149;Petrol
4342;Mumbai;2006;103000;Petrol
4343;Pune;2004;82000;Petrol
4344;Mumbai;2015;34000;Petrol
4345;Coimbatore;2016;45180;Diesel
4346;Ahmedabad;2018;2000;Petrol
4347;Coimbatore;2011;82321;Diesel
4348;Kolkata;2011;7000;Petrol
4349;Delhi;2015;27000;Diesel
4350;Coimbatore;2019;31271;Diesel
4351;Jaipur;2003;55000;Petrol
4352;Delhi;2014;24000;Diesel
4353;Hyderabad;2009;147000;Diesel
4354;Delhi;2012;72351;Diesel
4355;Chennai;2010;115000;Petrol
4356;Jaipur;2010;82000;Diesel
4357;Delhi;2016;20000;Diesel
4358;Kolkata;2011;45560;Petrol
4359;Kochi;2017;57539;Diesel
4360;Kochi;2018;20004;Diesel
4361;Mumbai;2012;54500;Diesel
4362;Jaipur;2016;27886;Petrol
4363;Mumbai;2007;66000;Petrol
4364;Coimbatore;2013;72202;Diesel
4365;Delhi;2011;70000;Petrol
4366;Jaipur;2015;78233;Diesel
4367;Chennai;2007;120203;Diesel
4368;Pune;2011;20575;Petrol
4369;Mumbai;2013;39879;Petrol
4370;Jaipur;2017;31056;Petrol
4371;Mumbai;2015;50940;Petrol
4372;Coimbatore;2016;99362;Diesel
4373;Ahmedabad;2016;54000;Diesel
4374;Coimbatore;2016;54268;Diesel
4375;Coimbatore;2012;94521;Diesel
4376;Kochi;2017;38932;Petrol
4377;Coimbatore;2015;60395;Diesel
4378;Mumbai;2016;29000;Diesel
4379;Delhi;2011;58000;Diesel
4380;Coimbatore;2016;60913;Petrol
4381;Delhi;2011;65000;Diesel
4382;Chennai;2015;26000;Diesel
4383;Hyderabad;2016;19947;Petrol
4384;Chennai;2011;70816;Petrol
4385;Delhi;2015;54000;Diesel
4386;Delhi;2008;138000;Petrol
4387;Chennai;2014;35000;Diesel
4388;Bangalore;2015;50000;Diesel
4389;Hyderabad;2011;124652;Diesel
4390;Hyderabad;2013;80264;Petrol
4391;Pune;2013;125600;Diesel
4392;Mumbai;2015;49000;Petrol
4393;Pune;2012;111000;Diesel
4394;Coimbatore;2016;33690;Petrol
4395;Mumbai;2012;50000;Diesel
4396;Kolkata;2012;38092;Diesel
4397;Coimbatore;2017;47774;Petrol
4398;Chennai;2009;167000;Diesel
4399;Chennai;2019;65000;Diesel
4400;Kolkata;2011;46000;Petrol
4401;Hyderabad;2017;16500;Petrol
4402;Kolkata;2016;39000;Petrol
4403;Jaipur;2018;6000;Petrol
4404;Hyderabad;2015;60000;Diesel
4405;Chennai;2011;97320;Petrol
4406;Chennai;2011;99807;Diesel
4407;Pune;2013;46000;Petrol
4408;Mumbai;2010;12000;Petrol
4409;Kolkata;2005;13002;Petrol
4410;Kolkata;2014;26000;Diesel
4411;Kochi;2014;68365;CNG
4412;Coimbatore;2016;27833;Diesel
4413;Kochi;2016;51639;Petrol
4414;Delhi;2015;21000;Petrol
4415;Bangalore;2013;90000;Diesel
4416;Hyderabad;2015;36255;Diesel
4417;Chennai;2011;58000;Diesel
4418;Coimbatore;2014;48997;Petrol
4419;Mumbai;2014;31130;Petrol
4420;Coimbatore;2012;75668;Diesel
4421;Delhi;2015;12000;Petrol
4422;Pune;2014;90000;Petrol
4423;Kochi;2019;17320;Diesel
4424;Delhi;2011;85000;Diesel
4425;Hyderabad;2007;130000;Diesel
4426;Coimbatore;2013;60328;Petrol
4427;Kochi;2015;34327;Petrol
4428;Mumbai;2014;75000;Diesel
